,Character,Message
23471,BELE,"The directional control and the self-destruct, Captain, are both burnt out. I did it like this."
23472,BELE,Now can we go to Cheron without any more discussion?
23473,KIRK,"At the moment, I seem to have no choice."
23474,LOKAI,"So this is justice after Ariannus! You have signed my death warrant. I warned you what to expect. Will you continue to let this mockery of justice go on? If you are partisans of justice, prove it! Kill him!"
23475,CHEKOV,We are not killers.
23476,LOKAI,"What do you do, carry justice on your tongues? You will beg for it, but you won't fight or die for it."
23477,KIRK,"After so many years of leading the fight, you seem very much alive."
23478,SPOCK,I doubt that the same can be said for many of his followers.
23479,BELE,"You're finished, Lokai! We've got your kind penned in on Cheron into little districts, and it's not going to change. You've combed the galaxy and come up with nothing but mono-coloured trash, do-gooders and bleeding hearts. You're dead, you half-white!"
23480,LOKAI,"You useless pieces of bland flesh. I'll take you with me, you half-black."
23481,KIRK,"Bele, you keep this up, and you'll never get to Cheron with your prisoner. The rest of this ship will be irreparably damaged. This will be your final battlefield. Your fifty thousand years of pursuit will have been wasted."
23482,KIRK,"And you, Lokai, will die here in space. You'll inspire no more disciples. Your cause will be ended."
23483,LOKAI,"Remember, Captain, political sanctuary is my right. I am your prisoner. Honour that right, or the fight will go on and your ship will burn up."
23484,KIRK,You've made your point.
23485,BELE,"If you listen to his legalistic trickery, I shall have to destroy this ship and everybody aboard."
23486,KIRK,I understand. Will you return the Enterprise to my control?
23487,BELE,Why not?
23488,KIRK,"Scotty, have repairs on directional control been completed?"
23489,SCOTT,"Aye, sir. Re-routed."
23490,KIRK,Check controls and co-ordinates.
23491,SULU,"Controls operating. The Enterprise is responding as always. Captain, it's beautiful."
23492,CHEKOV,Locking onto co-ordinates.
23493,SPOCK,"Captain, we are within scanning range of Cheron."
23494,KIRK,Is it within visual range?
23495,SPOCK,"Coming within visual range now, Captain."
23496,KIRK,"Chekov, put it on the screen. Extreme magnification. What are you picking up?"
23497,SPOCK,"Several large cities, uninhabited. Extensive traffic systems, barren of traffic. Lower animal sand vegetation encroaching on the cities. No sapient life-forms registering at all, Captain. There is no evidence of natural disaster, yet there are vast numbers of unburied corpses in all cities."
23498,KIRK,"You mean, all the people are dead?"
23499,SPOCK,"All dead, Captain. They have annihilated each other totally."
23500,BELE,"My people, all dead?"
23501,KIRK,"Yes, Commissioner, all of them."
23502,LOKAI,No one alive?
23503,SPOCK,"None at all, sir."
23504,BELE,Your band of murderers did this.
23505,LOKAI,Your genocidal maniacs did this!
23506,KIRK,Stop it! What's the matter with you two? Didn't you hear Spock? Your planet is dead! There's nobody alive on Cheron because of hate. The cause you fought about no longer exists. Give yourselves time to breathe. Give up your hate. You're welcome to live with us. Listen to me. You both must end up dead if you don't stop hating.
23507,LOKAI,You're an idealistic dreamer.
23508,KIRK,Bele. The chase is finished.
23509,BELE,He must not escape me.
23510,SPOCK,Where can he go?
23511,KIRK,Bele.
23512,UHURA,"Shall I alert security, sir?"
23513,KIRK,"No, Lieutenant. Where can they run?"
23514,SPOCK,"Captain, I have located them on ship's sensors. Bele is chasing Lokai on deck three. Bele is passing recreation room three, approaching the crewmen's lounge. Lokai is running past the crewmen's lounge. Lokai has just arrived on deck five. Passing recreation room three."
23515,UHURA,"Captain, someone has activated the transporter mechanism."
23516,KIRK,"Spock, anyone in the transporter room?"
23517,SPOCK,"Negative, Captain. Transporter room is clear. However, there is a life-form materialising on the planet. It is Lokai. He is back on Cheron."
23518,KIRK,There's nobody there to try him. His judges are all dead.
23519,UHURA,"Captain, the transporter mechanism has been activated again."
23520,KIRK,Of course.
23521,SPOCK,"It is Bele, Captain. And another life-form has appeared on Cheron."
23522,UHURA,It doesn't make any sense.
23523,SPOCK,To expect sense from two mentalities of such extreme viewpoints is not logical.
23524,SULU,But their planet's dead. Does it matter now which one's right?
23525,SPOCK,Not to Lokai and Bele. All that matters to them is their hate.
23526,UHURA,"Do you suppose that's all they ever had, sir?"
23527,KIRK,"No, but that's all they have left. Warp factor two, Mister Sulu. Set course for Starbase Four."
23528,SPOCK,"I shall be interested in hearing your description, Captain."
23529,KIRK,You won't have long to wait.
23530,SPOCK,Lieutenant Uhura.
23531,UHURA,"Yes, Mister Spock."
23532,SPOCK,Do we have final clearance from Gideon?
23533,UHURA,Eight seven five.
23534,SPOCK,Eight seven five.
23535,UHURA,Zero two zero.
23536,SPOCK,Zero two zero.
23537,UHURA,Zero seven nine.
23538,SPOCK,Zero seven nine.
23539,KIRK,"Let's go, Mister Spock."
23540,SPOCK,Energising.
23541,KIRK,Mister Spock?  Mister Spock. I have not yet transported down. Why did you leave your post before confirming transport? Mister Spock? Spock?
23542,KIRK,Engineering?
23543,SPOCK,Put it on the screen.
23544,UHURA,"Aye, sir."
23545,HODIN,"Captain Kirk, this is Ambassador Hodin. The council is still awaiting your arrival."
23546,SPOCK,"This is Mister Spock, Ambassador Hodin. Captain Kirk was transported down minutes ago."
23547,HODIN,That's impossible.
23548,SPOCK,I transported him myself.
23549,HODIN,He never arrived.
23550,SPOCK,He was beamed directly to your council chambers. Please verify your co-ordinates.
23551,HODIN,"Eight seven five, zero two zero, zero seven nine."
23552,CHEKOV,Co-ordinates confirmed.
23553,HODIN,We gave you the exact co-ordinates which should have brought Captain Kirk directly to this very room.
23554,SPOCK,"I am not questioning that, sir."
23555,HODIN,We are glad to hear that. We shall enter it into the records of this most unfortunate event.
23556,SPOCK,"Your Excellency, even with intricate machinery as delicately balanced as ours, there is still a margin for error which must be dealt with."
23557,HODIN,Let us hope it was on dry land.
23558,SPOCK,Your Excellency. May I cut right to the heart of the matter? I request permission to beam down to conduct a search for our captain.
23559,SPOCK,"Your Excellency, the wars between opposing star systems no longer prevail in our galaxy. If you will grant permission"
23560,HODIN,"Of course, we shall institute a thorough search. In the meantime, Mister Spock, I suggest that you look to your machinery."
23561,SPOCK,We must acknowledge once and for all that the purpose of diplomacy is to prolong a crisis.
23562,MCCOY,"Well, what are we waiting for, Mister Spock? We're not diplomats."
23563,SPOCK,"We are representatives of the Federation, Doctor."
23564,MCCOY,That doesn't mean we have behave like children and listen to some fool lecture by a diplomat!
23565,SPOCK,"Unfortunately, diplomacy is the only channel available to us at the moment. The planet is shielded from our sensors, therefore we cannot scan it. Therefore we are unable to select co-ordinates. They must be provided by Gideon."
23566,CHEKOV,We should never have agreed to such restrictions.
23567,SPOCK,"We did not, Mister Chekov. The Federation did. Lieutenant Uhura."
23568,UHURA,"Yes, Mister Spock."
23569,SPOCK,Contact Starfleet immediately. Explain our problem. Request permission to use every means at our disposal to press the search for Captain Kirk.
23570,UHURA,"At once, sir."
23571,CHEKOV,Are there any other possibilities?
23572,SPOCK,"There are endless, Mister Chekov."
23573,MCCOY,"Well, where do we start, Mister Spock?"
23574,SPOCK,"Institute a sensor scan three hundred and sixty degrees, one degree at a time."
23575,MCCOY,You mean you're going to scan space for him?
23576,SULU,"But, sir, that could take years."
23577,SPOCK,"Then the sooner you begin, the better."
23578,SULU,"Aye, sir."
23579,KIRK,Who are you?
23580,ODONA,"Odona. Yes, my name is Odona. Why did you bring me here?"
23581,KIRK,What are you doing on my ship?
23582,ODONA,Is this entire ship yours?
23583,KIRK,"Not my personal property, but I'm the captain."
23584,ODONA,And you have it all to yourself?
23585,KIRK,"It seems, at the moment, we have it all to ourselves."
23586,ODONA,"You're hurting me, Captain"
23587,KIRK,Kirk. I'm sorry. James Kirk. And I didn't bring you here.
23588,ODONA,If you didn't bring me
23589,KIRK,That's right. Who has brought you here?
23590,ODONA,I don't know.
23591,KIRK,You? What happened before you came here? Try to remember. It's important.
23592,ODONA,"It seems I was standing in a, yes. I was standing in a large auditorium crowded with people. Thousands pressed in against me. I could hardly breathe. I was fighting for oxygen, screaming to get out."
23593,KIRK,Don't be afraid.
23594,ODONA,"I'm not, but you are troubled."
23595,KIRK,"I seem to be the only one of my crew left on board the Enterprise. Four hundred and thirty, and I, apparently, am the only one left."
23596,ODONA,I'm sorry. I wish I could help.
23597,KIRK,"Maybe you can. Tell me the rest. You were fighting for oxygen, screaming to get out of there."
23598,ODONA,"And then I, suddenly I was here on this, on your ship. And there was all this space. And the freedom. I just wanted to float. And then there you were."
23599,KIRK,How long have you been aboard the Enterprise?
23600,ODONA,I don't know. Not long. Is it important?
23601,KIRK,It might be. Come with me.
23602,UHURA,"There has been no response as yet, sir."
23603,SPOCK,Did you advise them the captain's life is at stake?
23604,UHURA,"Yes, sir. They insist that the matter must be referred to the Federation."
23605,SPOCK,What department?
23606,UHURA,Bureau of Planetary Treaties.
23607,SPOCK,Contact them directly.
23608,UHURA,"I did, Mister Spock. They insist that we must go through Starfleet channels."
23609,SULU,"With the captain lost, sir, that's the best they could come up with?"
23610,SPOCK,"Diplomats and bureaucrats may function differently, but they achieve exactly the same results."
23611,KIRK,Nine minutes of my life has been lost.
23612,ODONA,I don't understand.
23613,KIRK,"Between the time I tried to beam down to Gideon and the time I found myself here alone, nine minutes have disappeared just like that. Now what happened during those minutes?"
23614,ODONA,What is Gideon?
23615,KIRK,That's your home. The planet that you come from.
23616,ODONA,Is it?
23617,KIRK,It must be.
23618,ODONA,Gideon? I don't know any Gideon.
23619,KIRK,"That's impossible. We were in synchronous orbit over the capital city of Gideon. I tried to beam down, something happened, and you were beamed aboard from Gideon."
